model_prompt_day,accuracies
gpt-4o + chatgpt + monday,0.5512820512820513,0.41025641025641024,0.4605263157894737,0.5256410256410257,0.525,0.5,0.5128205128205128,0.3974358974358974,0.47368421052631576,0.4358974358974359,0.42105263157894735,0.5131578947368421,0.4342105263157895,0.41025641025641024,0.3974358974358974,0.4868421052631579,0.5128205128205128,0.41025641025641024,0.48717948717948717,0.5256410256410257,0.5256410256410257,0.5256410256410257,0.4342105263157895,0.43243243243243246,0.5921052631578947,0.4864864864864865,0.5
gpt-4o + chatgpt + tuesday,0.33783783783783783,0.19736842105263158,0.4473684210526316,0.3157894736842105,0.32432432432432434,0.5128205128205128,0.3815789473684211,0.358974358974359,0.46153846153846156,0.40789473684210525,0.4473684210526316,0.3974358974358974,0.4230769230769231,0.3717948717948718,0.3026315789473684,0.358974358974359,0.39436619718309857,0.4473684210526316,0.41025641025641024,0.3815789473684211,0.42105263157894735,0.3291139240506329,0.4342105263157895,0.3974358974358974,0.5512820512820513,0.47297297297297297,0.358974358974359
gpt-4o + chatgpt + wednesday,0.25,0.23684210526315788,0.2631578947368421,0.38461538461538464,0.2564102564102564,0.3,0.27631578947368424,0.18421052631578946,0.18421052631578946,0.11538461538461539,0.18421052631578946,0.2564102564102564,0.2564102564102564,0.22666666666666666,0.358974358974359,0.22972972972972974,0.2948717948717949,0.32894736842105265,0.3026315789473684,0.24285714285714285,0.27631578947368424,0.35526315789473684,0.2236842105263158,0.28378378378378377,0.34615384615384615,0.2463768115942029,0.21794871794871795
gpt-4o + basic + monday,0.5256410256410257,0.4358974358974359,0.4342105263157895,0.44871794871794873,0.5125,0.4444444444444444,0.5256410256410257,0.5,0.47368421052631576,0.3974358974358974,0.4473684210526316,0.5263157894736842,0.35526315789473684,0.46153846153846156,0.3717948717948718,0.5263157894736842,0.47435897435897434,0.44871794871794873,0.48717948717948717,0.5641025641025641,0.6025641025641025,0.5641025641025641,0.35526315789473684,0.35135135135135137,0.5657894736842105,0.44594594594594594,0.631578947368421
gpt-4o + basic + tuesday,0.3918918918918919,0.2631578947368421,0.47368421052631576,0.3026315789473684,0.3108108108108108,0.48717948717948717,0.40789473684210525,0.4358974358974359,0.3717948717948718,0.39473684210526316,0.47368421052631576,0.3333333333333333,0.47435897435897434,0.34615384615384615,0.32894736842105265,0.38461538461538464,0.4225352112676056,0.4342105263157895,0.41025641025641024,0.3684210526315789,0.39473684210526316,0.46835443037974683,0.4473684210526316,0.3076923076923077,0.5512820512820513,0.47297297297297297,0.3717948717948718
gpt-4o + basic + wednesday,0.2631578947368421,0.25,0.3157894736842105,0.3974358974358974,0.32051282051282054,0.2,0.2631578947368421,0.14473684210526316,0.19736842105263158,0.15384615384615385,0.25,0.24358974358974358,0.28205128205128205,0.24,0.358974358974359,0.1891891891891892,0.41025641025641024,0.27631578947368424,0.27631578947368424,0.32857142857142857,0.3026315789473684,0.3815789473684211,0.32894736842105265,0.3918918918918919,0.3717948717948718,0.2463768115942029,0.2564102564102564
fine-tuned-wednesday + chatgpt + monday,0.5384615384615384,0.46153846153846156,0.47368421052631576,0.4230769230769231,0.575,0.5694444444444444,0.5512820512820513,0.4358974358974359,0.40789473684210525,0.46153846153846156,0.5,0.5394736842105263,0.4605263157894737,0.41025641025641024,0.48717948717948717,0.5394736842105263,0.46153846153846156,0.46153846153846156,0.41025641025641024,0.5384615384615384,0.5384615384615384,0.5897435897435898,0.4473684210526316,0.4189189189189189,0.5394736842105263,0.4594594594594595,0.5789473684210527
fine-tuned-wednesday + chatgpt + tuesday,0.32432432432432434,0.21052631578947367,0.5131578947368421,0.3026315789473684,0.44594594594594594,0.5,0.2894736842105263,0.3974358974358974,0.3974358974358974,0.47368421052631576,0.42105263157894735,0.3333333333333333,0.38461538461538464,0.3717948717948718,0.40789473684210525,0.4358974358974359,0.43661971830985913,0.35526315789473684,0.38461538461538464,0.3815789473684211,0.39473684210526316,0.34177215189873417,0.5,0.3717948717948718,0.5897435897435898,0.4189189189189189,0.5256410256410257
fine-tuned-wednesday + chatgpt + wednesday,0.17105263157894737,0.35526315789473684,0.3815789473684211,0.3717948717948718,0.41025641025641024,0.2571428571428571,0.618421052631579,0.5394736842105263,0.21052631578947367,0.5641025641025641,0.5394736842105263,0.3076923076923077,0.2948717948717949,0.26666666666666666,0.38461538461538464,0.28378378378378377,0.4230769230769231,0.2894736842105263,0.34210526315789475,0.32857142857142857,0.32894736842105265,0.3026315789473684,0.35526315789473684,0.40540540540540543,0.2692307692307692,0.2463768115942029,0.2692307692307692
fine-tuned-wednesday + basic + monday,0.5897435897435898,0.47435897435897434,0.4605263157894737,0.48717948717948717,0.6,0.5416666666666666,0.5769230769230769,0.47435897435897434,0.4342105263157895,0.4230769230769231,0.5131578947368421,0.618421052631579,0.40789473684210525,0.3974358974358974,0.4358974358974359,0.5,0.4358974358974359,0.3974358974358974,0.5256410256410257,0.6282051282051282,0.5256410256410257,0.5641025641025641,0.3026315789473684,0.40540540540540543,0.5526315789473685,0.43243243243243246,0.5394736842105263
